tip_diameter_mm,hub_ratio,blade_angle_deg,blade_count,speed_rpm,blade_profile,flow_rate_m3s,total_pressure_pa,temperature_celsius,efficiency_pct,shaft_power_kw,noise_dba,safety_factor,cost_total,is_feasible,status
1293.93,0.5236,29.22,12,1137,Flat Plate,13.3731,711.48,23.16,72.790,17.884,87.94,39.360,102427.46,1,warning
1266.41,0.3550,21.42,8,2734,Flat Plate,2.0951,952.78,3.12,14.260,68.469,122.94,6.710,373958.28,1,warning
2170.37,0.5219,23.07,6,2972,Flat Plate,14.1659,1122.98,26.81,19.060,1340.787,153.11,2.400,7166554.91,1,warning
646.80,0.4242,34.31,10,1654,NACA 2412,14.2202,1765.12,15.28,0.000,0.000,106.87,41.660,1235.52,0,warning
338.54,0.4329,19.83,4,2608,NACA 2412,6.1618,829.25,30.70,0.000,0.000,91.14,105.420,441.55,0,warning
2858.04,0.4209,17.37,10,866,Flat Plate,12.7059,455.53,5.76,22.430,144.041,103.49,13.890,868701.72,1,warning
407.94,0.3007,30.21,4,879,NACA 4412,13.4693,275.64,11.94,0.000,0.000,77.35,477.280,785.02,0,warning
1278.06,0.3099,20.26,6,2799,NACA 0012,8.0941,1766.03,22.58,53.200,127.175,122.07,6.050,688856.88,1,warning
1377.95,0.3892,18.68,12,1060,NACA 4412,1.6350,1479.07,32.79,31.660,9.497,88.16,24.570,60279.77,1,warning
1050.89,0.5549,34.36,4,778,Flat Plate,12.9261,1036.10,7.07,80.010,1.360,75.96,145.650,19382.57,1,warning
1127.65,0.3078,18.41,4,2849,Flat Plate,8.7503,1526.18,41.03,48.920,60.591,115.16,7.650,337120.05,1,warning
2805.96,0.5964,18.55,4,1538,Flat Plate,17.2003,415.72,-2.91,21.930,764.607,120.00,6.070,4266884.97,1,warning
1243.74,0.3325,11.65,10,2789,NACA 0012,6.0166,1426.53,40.63,58.610,41.668,123.58,6.230,229346.66,1,warning
793.58,0.3918,20.60,12,2911,NACA 0012,18.2441,926.25,13.24,0.000,0.000,126.55,13.940,1918.32,0,warning
2353.55,0.3201,11.74,10,2286,NACA 0012,5.9868,1015.24,-2.57,18.750,437.257,151.98,2.730,2373498.44,1,warning
1654.06,0.3949,20.62,4,2771,NACA 4412,12.6493,351.46,27.45,43.100,569.767,118.94,4.110,3066133.51,1,warning
1291.56,0.5734,29.89,12,932,NACA 2412,1.2766,549.03,25.76,26.030,3.538,74.55,64.210,26134.61,1,warning
2635.06,0.3599,17.97,8,807,NACA 4412,14.0367,135.64,41.67,43.780,109.287,84.70,18.280,683973.02,1,warning
1588.08,0.3655,17.25,10,2410,NACA 2412,13.9002,248.93,-4.83,57.470,254.665,121.13,5.680,1365680.96,1,warning
2348.64,0.5874,33.81,12,1505,NACA 4412,6.7509,1565.59,37.27,16.870,257.194,128.13,8.470,1404423.68,1,warning
2927.69,0.5698,15.46,12,2718,NACA 0012,6.6894,189.50,45.69,10.220,2980.378,158.18,1.700,15852854.54,1,warning
654.58,0.4726,26.29,6,1332,Flat Plate,12.5424,319.88,34.50,0.000,0.000,85.26,115.430,2090.08,0,warning
2263.43,0.5256,30.41,6,2425,NACA 4412,3.0757,1515.01,14.78,5.610,855.431,147.27,3.320,4608673.22,1,warning
648.02,0.5255,31.64,8,1657,NACA 2412,19.2282,516.94,34.24,0.000,0.000,96.78,78.890,1468.49,0,warning
759.25,0.5398,32.52,4,1311,Flat Plate,10.7889,385.20,-4.98,0.000,0.000,91.45,101.660,4667.72,0,warning
1980.11,0.3513,18.43,6,2581,Flat Plate,14.5949,522.43,16.61,24.230,580.062,134.63,3.170,3128444.92,1,warning
1999.04,0.4485,19.23,10,1771,NACA 0012,2.7876,816.79,17.37,14.480,204.656,119.58,7.050,1118748.92,1,warning
1449.05,0.5080,33.48,6,2676,NACA 4412,12.5968,657.17,25.70,44.980,205.336,119.36,6.500,1108424.79,1,warning
2370.83,0.4735,21.21,10,889,NACA 0012,4.8300,512.71,42.32,16.270,52.465,95.71,20.090,337075.07,1,warning
2894.37,0.3873,13.45,4,1406,NACA 2412,0.6951,1383.13,47.99,2.020,335.924,122.45,5.140,2056483.15,1,warning
849.75,0.5542,21.94,4,2006,NACA 4412,19.3823,1068.03,-8.95,0.000,0.000,117.19,35.540,6457.72,0,warning
789.67,0.5456,22.80,10,590,NACA 2412,8.0793,307.09,22.95,0.000,0.000,75.97,321.080,2089.74,0,warning
2646.08,0.5466,20.36,6,1429,NACA 0012,7.2435,379.27,15.59,12.350,396.358,113.46,7.250,2227649.06,1,warning
2947.21,0.5035,16.51,4,1121,Flat Plate,5.6255,953.37,-9.44,8.860,334.957,118.47,8.900,2052733.15,1,warning
2354.26,0.5067,21.78,12,718,NACA 4412,16.5431,768.37,46.39,59.980,75.072,92.88,29.680,444726.35,1,warning
863.83,0.3159,34.16,12,1817,NACA 2412,13.7983,265.42,26.82,89.740,18.975,80.26,29.080,102859.66,1,warning
2926.51,0.5338,26.87,4,1227,NACA 4412,18.4025,1853.64,1.49,24.660,526.428,126.62,7.850,3053476.21,1,warning
2850.22,0.4109,14.16,12,1407,NACA 2412,2.2401,68.57,6.80,6.410,405.717,109.18,5.440,2234684.59,1,warning
2045.64,0.3850,24.18,8,1550,NACA 2412,7.6065,981.35,-7.57,20.960,164.858,119.58,8.190,921465.84,1,warning
433.96,0.3447,18.28,8,2309,NACA 0012,0.9146,1639.11,-7.45,84.920,0.376,74.49,45.980,2451.23,1,warning
1015.63,0.5528,22.38,6,2159,NACA 2412,15.5239,305.53,19.72,90.960,33.082,91.14,21.680,182344.65,1,warning
1314.26,0.5348,23.57,8,2923,Flat Plate,18.9458,105.04,48.98,58.860,194.416,108.54,6.910,1040625.11,1,warning
1661.79,0.5601,24.69,6,1704,NACA 2412,16.5803,1733.32,5.78,60.030,164.096,115.58,12.930,900082.51,1,warning
2112.80,0.4849,25.88,8,1825,NACA 4412,2.8183,985.67,31.90,7.860,248.729,125.21,6.300,1368131.12,1,warning
2252.76,0.3086,12.12,4,1311,NACA 2412,7.1724,467.25,-0.96,34.200,98.856,104.17,9.180,655225.97,1,warning
542.67,0.5614,21.71,8,818,NACA 4412,12.0353,655.71,8.00,0.000,0.000,84.37,319.710,835.07,0,warning
1595.41,0.5669,11.72,6,2458,NACA 2412,5.7110,423.82,19.77,44.830,123.947,113.10,6.970,683819.76,1,warning
1090.27,0.3088,12.26,4,1962,Flat Plate,9.1962,729.95,-8.70,74.260,10.858,97.84,17.240,72451.41,1,warning
2538.51,0.3182,25.31,12,666,Flat Plate,3.5579,1802.63,-9.30,12.360,32.100,102.98,16.120,232971.78,1,warning
2623.04,0.4952,18.67,10,1943,NACA 0012,9.0813,371.58,15.23,19.350,1056.644,134.94,3.700,5669271.82,1,warning
2132.34,0.4423,14.35,4,2950,NACA 0012,5.6161,1878.89,42.51,17.550,726.952,147.95,2.280,3955493.45,1,warning
2821.79,0.3237,25.01,10,557,NACA 4412,18.0516,921.10,5.00,40.430,47.965,96.39,25.260,357829.08,1,warning
1658.19,0.3096,20.31,12,1034,NACA 4412,1.7886,1595.16,22.26,16.260,14.602,96.82,16.370,94822.35,1,warning
919.92,0.5139,32.41,10,585,NACA 0012,1.6861,1084.38,-5.83,64.140,0.378,62.05,138.170,5368.73,1,warning
720.33,0.3290,20.54,12,2831,Flat Plate,19.2736,1570.98,40.61,0.000,0.000,124.55,13.680,1443.18,0,warning
460.01,0.4577,10.03,8,2471,NACA 2412,9.6780,1847.68,47.83,0.000,0.000,105.91,49.220,548.14,0,warning
2197.02,0.5652,29.88,4,737,NACA 0012,7.2154,115.15,2.90,32.650,29.208,76.22,40.790,264920.65,1,warning
940.34,0.5741,23.23,4,1268,NACA 0012,10.6542,1572.55,-6.64,0.000,0.000,108.39,72.590,8576.42,0,warning
2656.43,0.4637,25.43,10,2847,Flat Plate,17.6983,1001.18,48.56,13.660,2803.154,171.13,1.610,14912902.24,1,warning
805.83,0.5884,31.16,4,2375,Flat Plate,2.7242,708.08,16.12,54.210,8.907,89.65,30.200,52414.88,1,warning
664.00,0.3034,12.13,4,767,Flat Plate,0.8113,808.82,35.87,73.790,0.045,55.79,214.800,3616.20,1,warning
1126.03,0.5154,28.99,10,2167,NACA 0012,18.9668,533.23,46.44,85.810,86.536,101.58,16.120,464003.60,1,warning
832.98,0.5763,22.59,10,2837,Flat Plate,8.0788,1901.97,45.53,85.220,24.817,107.73,17.720,133662.81,1,warning
2651.23,0.5369,21.17,4,911,NACA 0012,12.8838,1263.16,36.41,33.540,131.685,108.41,17.350,895866.92,1,warning
2530.10,0.4711,16.12,12,2474,NACA 4412,0.8741,920.14,25.74,1.920,1629.503,159.52,2.360,8680474.48,1,warning
2381.46,0.3165,25.27,8,936,NACA 0012,16.5942,717.11,-1.90,35.900,88.874,104.02,15.140,548354.97,1,warning
377.08,0.4820,34.30,10,503,Flat Plate,14.4126,1025.57,15.18,0.000,0.000,88.92,191.700,238.48,0,warning
1079.45,0.4948,13.38,10,937,NACA 0012,0.6675,1970.06,17.87,41.460,0.943,76.63,51.870,10519.00,1,warning
1589.26,0.5647,22.94,10,2407,NACA 2412,2.4844,1204.98,44.51,12.350,136.641,129.69,7.130,739569.57,1,warning
1997.98,0.5999,14.47,4,856,NACA 2412,13.2870,432.70,-1.83,74.970,33.946,88.45,38.710,259421.58,1,warning
2637.09,0.5283,15.77,10,1951,Flat Plate,1.1064,675.92,26.62,1.550,826.094,141.44,3.790,4449036.86,1,warning
1034.00,0.5977,14.18,6,1662,NACA 4412,6.4110,1018.62,41.34,86.230,10.022,90.51,37.150,60435.54,1,warning
463.18,0.5859,23.88,10,2405,Flat Plate,16.4241,1009.60,38.86,0.000,0.000,102.79,72.310,404.62,0,warning
1488.32,0.3756,14.03,12,2779,Flat Plate,15.4876,339.68,-5.12,68.770,178.818,129.09,4.870,958634.71,1,warning
2140.43,0.3404,19.27,6,1597,NACA 2412,18.0456,1526.77,21.51,48.460,322.215,120.26,6.810,1780253.25,1,warning
1071.75,0.4161,12.44,4,2809,NACA 4412,1.2215,674.74,6.98,27.320,28.894,101.80,9.670,166946.88,1,warning
817.21,0.5993,25.07,10,838,NACA 0012,12.1310,1135.03,38.57,0.000,0.000,89.52,145.550,2186.83,0,warning
2234.25,0.5446,34.73,10,2123,NACA 4412,9.8275,288.66,28.50,18.700,596.247,133.87,4.590,3201504.21,1,warning
1292.49,0.3359,22.41,12,2417,NACA 4412,7.8303,1233.94,49.56,47.090,84.563,119.96,7.370,455686.89,1,warning
2334.95,0.3027,33.77,8,668,NACA 4412,11.0042,278.43,38.54,37.110,26.636,82.59,30.990,214514.60,1,warning
1909.24,0.4076,19.77,12,2705,Flat Plate,8.6026,122.60,30.84,17.250,499.269,131.95,3.270,2667749.06,1,warning
1750.39,0.4528,21.43,10,685,NACA 0012,3.1147,1840.49,23.58,32.290,7.001,87.91,38.840,61244.63,1,warning
2469.26,0.5184,18.07,8,818,Flat Plate,10.7596,1316.04,33.59,30.480,60.753,103.85,22.640,403099.31,1,warning
2819.62,0.4162,31.62,12,617,NACA 4412,12.8822,78.93,-8.39,31.320,61.705,78.05,28.530,411927.24,1,warning
1673.13,0.3821,11.04,12,2006,NACA 0012,8.8676,852.42,15.74,55.650,67.604,122.96,7.070,375614.82,1,warning
2435.56,0.4732,14.52,12,1847,NACA 4412,17.1863,883.72,20.63,39.970,686.454,142.24,4.510,3685148.53,1,warning
373.96,0.4953,19.87,10,1028,Flat Plate,1.8923,977.65,6.67,0.000,0.000,79.87,171.570,230.72,0,warning
1471.77,0.4842,28.64,6,2481,NACA 2412,9.6948,1691.65,8.28,37.930,162.671,125.89,7.000,884125.15,1,warning
2956.18,0.4258,19.94,8,2321,NACA 0012,5.8267,1838.83,23.60,4.270,2577.109,166.10,1.870,13780297.46,1,warning
1803.47,0.3732,28.97,10,1577,NACA 0012,13.8832,212.98,38.66,39.700,101.269,99.52,10.290,562821.25,1,warning
2860.57,0.3546,27.83,10,2070,NACA 2412,12.8224,650.59,30.28,10.730,1600.715,150.26,2.350,8576148.37,1,warning
674.81,0.5494,31.16,6,1625,NACA 2412,4.1677,370.74,41.42,89.920,3.627,67.96,83.730,21347.86,1,warning
1415.03,0.5563,18.38,12,1214,NACA 4412,19.7141,1039.57,16.90,90.270,28.285,96.44,30.650,159557.83,1,warning
932.67,0.3061,16.59,4,561,Flat Plate,16.5922,1797.08,23.94,0.000,0.000,94.43,153.030,9386.56,0,warning
1840.08,0.4208,22.38,6,709,NACA 2412,19.3376,692.57,40.26,81.130,24.380,84.84,48.080,176450.06,1,warning
792.42,0.4270,18.10,10,1375,NACA 0012,11.5859,340.48,18.74,0.000,0.000,91.96,64.830,2269.80,0,warning
2699.90,0.4673,26.79,4,2370,Flat Plate,1.1568,1280.51,-6.61,1.170,1850.572,146.14,2.270,10010147.78,1,warning
714.91,0.4917,14.78,6,2391,NACA 0012,0.8009,1218.00,1.37,52.420,2.828,86.93,30.930,17642.87,1,warning
1816.26,0.3426,12.74,4,1135,NACA 0012,1.5330,165.97,7.57,19.930,16.574,81.01,19.360,157070.26,1,warning
1513.56,0.5197,29.46,12,524,Flat Plate,3.9131,1546.04,44.25,51.710,1.942,73.62,67.220,22788.23,1,warning
1738.37,0.4986,23.37,4,2858,Flat Plate,18.9409,888.88,36.49,38.220,499.515,132.29,3.920,2700241.96,1,warning
1726.59,0.4976,21.52,12,2548,Flat Plate,11.6808,499.14,7.50,30.430,334.500,136.77,4.930,1788376.83,1,warning
2957.13,0.4621,10.07,8,1012,NACA 4412,18.1890,139.82,4.68,47.870,205.837,96.79,10.310,1234181.95,1,warning
1319.15,0.5702,30.88,8,986,Flat Plate,3.2054,557.25,5.14,42.940,6.222,79.47,59.940,44824.01,1,warning
2975.15,0.4282,26.37,8,2586,NACA 2412,10.4678,402.81,35.12,6.840,3708.416,158.32,1.510,19767629.00,1,warning
2411.74,0.3615,15.42,10,2285,NACA 2412,12.3710,256.37,7.78,26.440,999.882,141.96,2.750,5354266.87,1,warning
1858.34,0.4022,21.75,6,541,Flat Plate,15.1014,696.52,3.00,70.820,9.149,79.20,74.780,97541.91,1,warning
1741.57,0.5998,16.61,6,2461,NACA 0012,15.2606,1424.81,6.38,60.550,348.127,131.81,6.160,1876863.39,1,warning
2064.07,0.4186,10.65,10,1526,NACA 2412,18.2591,1914.21,12.52,65.540,118.584,123.67,8.030,667526.57,1,warning
454.92,0.5701,34.34,10,908,NACA 4412,10.9732,727.58,0.91,0.000,0.000,84.90,271.370,390.10,0,warning
910.83,0.3681,25.46,12,2793,Flat Plate,3.4043,542.30,-2.62,41.570,21.313,104.07,12.030,115657.70,1,warning
2067.81,0.4266,28.38,12,1058,NACA 2412,10.3705,717.71,26.38,34.500,60.411,101.37,16.630,353177.61,1,warning
1320.54,0.5430,30.80,10,2652,NACA 2412,3.7295,320.10,35.14,24.550,86.916,113.23,8.360,469565.11,1,warning
2391.78,0.3841,20.32,4,564,Flat Plate,8.3432,1747.74,-6.12,32.590,19.343,96.09,42.730,260091.32,1,warning
2806.67,0.4782,17.89,8,708,NACA 0012,5.6274,1431.73,2.40,25.540,73.052,103.48,21.670,509635.97,1,warning
2332.83,0.4244,10.87,6,979,Flat Plate,7.9245,390.74,16.03,46.810,36.751,94.14,16.800,291002.88,1,warning
2702.94,0.3505,30.03,10,2761,Flat Plate,15.3424,1728.87,5.35,11.010,2977.421,179.26,1.460,15841991.71,1,warning
1157.72,0.3573,29.84,8,1535,Flat Plate,8.7876,1770.21,4.68,61.300,17.545,100.62,21.020,101806.64,1,warning
2420.93,0.5688,28.60,6,2887,NACA 0012,9.0050,1968.88,-9.01,10.430,2234.776,166.10,2.200,11920064.21,1,warning
1299.58,0.4054,18.91,12,1387,Flat Plate,14.9978,1042.31,45.22,85.220,18.225,95.60,21.010,104814.13,1,warning
1095.92,0.3613,21.59,10,962,NACA 4412,8.3378,495.62,3.22,87.470,5.413,74.12,57.280,34702.72,1,warning
2665.63,0.3662,16.50,8,1870,Flat Plate,6.7168,804.81,15.49,7.770,810.203,141.29,3.340,4395458.64,1,warning
2017.51,0.4670,26.89,10,1495,NACA 2412,12.1888,846.96,29.82,32.800,147.038,114.72,9.820,814641.05,1,warning
2760.05,0.5326,23.09,6,2128,NACA 2412,3.2191,1191.25,-3.29,3.660,1601.308,152.42,2.940,8621303.51,1,warning
1053.81,0.4869,11.64,8,1345,NACA 0012,1.1739,943.74,27.18,50.910,2.089,80.28,42.040,17527.88,1,warning
1960.05,0.3720,21.18,4,1419,Flat Plate,11.1030,1033.78,11.22,31.560,104.643,111.25,10.790,640567.62,1,warning
2035.77,0.4245,19.65,12,2075,NACA 0012,9.3372,163.21,49.72,31.240,388.685,120.28,4.950,2088254.40,1,warning
2844.78,0.5028,23.39,4,2792,NACA 4412,6.5368,595.28,25.22,5.110,3923.873,157.42,1.550,21009940.66,1,warning
1899.63,0.5748,20.68,12,2186,NACA 2412,9.9062,294.86,42.88,36.080,408.211,124.70,6.270,2182975.45,1,warning
393.96,0.4596,19.98,12,1262,NACA 4412,12.8058,305.09,11.40,0.000,0.000,78.12,200.080,229.34,0,warning
1232.17,0.4081,28.76,12,2968,NACA 0012,1.0326,288.97,18.03,7.760,71.197,116.90,6.430,383800.72,1,warning
2534.40,0.5926,23.63,6,1420,Flat Plate,7.3438,77.27,26.71,14.930,299.414,96.79,8.680,1693528.12,1,warning
1385.25,0.4097,18.56,4,1729,Flat Plate,9.0883,959.72,45.86,48.360,39.342,102.49,15.040,238581.95,1,warning
841.05,0.4990,14.31,10,2169,NACA 2412,11.1161,1977.41,28.68,0.000,0.000,120.45,23.370,2618.29,0,warning
2041.92,0.4768,21.93,6,734,NACA 2412,19.7307,94.88,8.76,75.370,47.298,72.99,41.740,313493.15,1,warning
1569.67,0.5040,14.02,6,2634,NACA 4412,11.5073,556.81,48.23,56.710,233.435,117.77,5.690,1263143.38,1,warning
497.08,0.4140,22.38,6,1166,Flat Plate,10.5768,1878.73,24.09,0.000,0.000,93.05,120.480,937.67,0,warning
663.33,0.3412,20.82,8,1858,NACA 0012,7.3028,1457.36,28.08,0.000,0.000,105.47,36.920,1690.29,0,warning
485.74,0.5869,10.35,8,1655,Flat Plate,19.7741,1249.72,36.92,0.000,0.000,96.92,126.580,582.66,0,warning
1608.34,0.5385,13.40,10,2994,NACA 2412,6.7440,281.91,16.90,40.140,276.196,130.45,4.410,1478865.69,1,warning
1644.74,0.3195,23.49,12,1372,Flat Plate,4.8169,1535.77,27.90,25.390,33.049,106.94,11.710,192020.57,1,warning
2463.63,0.3679,17.82,6,1943,Flat Plate,9.7609,1130.99,20.03,12.990,640.253,138.86,3.640,3502172.41,1,warning
1520.48,0.5697,20.10,8,2501,NACA 0012,14.9093,1054.13,29.09,65.220,259.805,123.30,7.360,1392601.83,1,warning
768.33,0.3012,21.27,12,1946,NACA 4412,8.7578,1041.13,-1.51,89.660,4.733,90.21,22.440,26772.39,1,warning
2934.32,0.3091,25.71,12,1588,NACA 2412,12.6520,1189.03,-6.07,12.260,923.055,147.47,3.480,4980406.39,1,warning
1358.62,0.4028,12.04,4,2829,Flat Plate,4.2974,1156.13,34.86,45.030,60.934,116.57,5.850,351127.73,1,warning
2545.07,0.5357,13.38,10,1180,NACA 0012,4.1089,1163.52,24.85,20.970,110.592,114.91,10.840,655600.94,1,warning
312.89,0.4353,31.10,4,1963,NACA 4412,18.5555,1162.21,12.04,0.000,0.000,91.47,188.570,348.29,0,warning
947.99,0.3289,16.31,12,2783,NACA 0012,19.3181,365.69,39.12,0.000,0.000,122.73,11.080,3289.45,0,warning
2052.20,0.4865,19.42,12,2773,Flat Plate,19.1047,942.29,18.90,27.930,946.663,157.12,2.900,5039785.77,1,warning
2558.46,0.5291,33.83,12,770,Flat Plate,2.3023,1492.62,26.17,8.340,46.960,103.57,21.650,308475.28,1,warning
1804.92,0.5341,10.42,4,746,NACA 4412,19.4257,976.00,21.52,87.740,7.560,89.14,54.590,102988.33,1,warning
368.97,0.5511,14.74,6,1609,NACA 4412,7.6645,858.34,4.31,0.000,0.000,84.94,229.220,353.47,0,warning
2834.47,0.5724,21.34,8,996,Flat Plate,17.2979,1656.66,35.16,29.010,212.121,117.09,13.080,1239775.41,1,warning
2049.28,0.5905,15.25,4,1637,NACA 2412,3.8545,1292.04,0.20,24.200,168.014,115.37,9.900,975942.11,1,warning
353.38,0.4159,31.26,10,1227,Flat Plate,15.5010,939.55,41.83,0.000,0.000,88.71,120.420,202.02,0,warning
1980.44,0.3637,33.12,12,1349,NACA 0012,5.8342,1010.24,26.67,19.620,78.262,111.47,10.300,443945.15,1,warning
2024.02,0.5561,22.48,6,1683,NACA 4412,11.6349,1210.78,33.90,31.860,212.534,117.48,8.990,1182360.17,1,warning
2463.08,0.3503,17.98,6,975,NACA 2412,10.0442,302.46,2.20,36.650,124.757,95.99,14.220,775302.55,1,warning
599.60,0.5133,15.74,8,808,NACA 2412,9.4705,680.42,0.56,0.000,0.000,83.65,243.380,1174.17,0,warning
2173.39,0.4370,33.21,12,1761,NACA 0012,16.1920,490.14,1.84,29.220,354.980,126.26,6.000,1916742.52,1,warning
2831.65,0.4225,21.59,8,2108,Flat Plate,17.4366,393.04,41.36,14.390,1593.692,143.52,2.480,8560312.42,1,warning
1139.32,0.5867,10.73,6,2105,NACA 2412,1.7607,313.51,3.57,46.670,13.647,88.20,19.230,82200.52,1,warning
361.27,0.5778,20.77,8,1983,NACA 0012,5.0381,205.71,-9.33,0.000,0.000,74.46,197.990,242.20,0,warning
2967.42,0.4576,28.05,12,2735,NACA 2412,8.5842,652.15,9.50,5.550,4703.712,176.82,1.390,24980745.44,1,warning
478.23,0.3776,18.25,10,796,Flat Plate,10.5186,1231.58,1.37,0.000,0.000,89.26,87.660,505.07,0,warning
2772.83,0.3652,19.99,12,855,Flat Plate,3.5034,78.66,26.40,7.860,90.922,85.11,14.770,563152.26,1,warning
1014.03,0.5335,31.12,8,1719,NACA 4412,11.3342,560.05,-6.75,84.280,45.650,90.43,32.180,247090.12,1,warning
687.30,0.3551,28.04,10,2869,NACA 4412,3.5399,1837.28,16.01,68.330,11.166,99.87,15.960,60567.18,1,warning
2796.82,0.4910,10.49,8,1893,NACA 2412,3.8917,801.93,18.22,10.950,581.845,140.23,3.400,3198929.09,1,warning
1537.25,0.4806,20.32,4,1204,Flat Plate,3.0984,213.14,12.12,25.520,18.076,82.16,27.570,136062.18,1,warning
737.43,0.3088,17.14,12,1813,NACA 0012,17.4602,1725.25,39.99,0.000,0.000,112.33,20.440,1546.87,0,warning
935.26,0.3009,33.63,10,2189,NACA 4412,19.7879,1174.60,3.31,88.680,61.332,104.43,15.300,328221.98,1,warning
1783.08,0.5784,30.22,4,2209,Flat Plate,5.4950,282.13,37.04,19.190,198.569,107.49,7.060,1108611.28,1,warning
641.72,0.3939,16.56,8,511,Flat Plate,12.6438,1469.61,49.10,0.000,0.000,91.48,123.280,1520.86,0,warning
1381.01,0.5263,30.15,12,727,NACA 0012,15.4024,1528.95,24.26,89.760,9.791,84.16,55.020,61265.21,1,warning
2616.41,0.3174,26.75,4,1898,NACA 0012,7.6124,626.31,1.57,8.740,820.251,128.48,3.280,4546523.96,1,warning
1832.14,0.4034,13.15,12,974,NACA 2412,8.7553,739.44,20.40,63.870,22.174,92.31,22.740,140843.39,1,warning
388.71,0.3478,30.31,6,2640,NACA 4412,18.4971,1713.49,49.26,0.000,0.000,105.36,54.750,453.39,0,warning
963.05,0.3984,19.64,12,1826,Flat Plate,18.8083,1902.92,-7.30,0.000,0.000,123.69,18.100,3423.41,0,warning
1397.44,0.5772,28.72,10,2117,Flat Plate,9.4091,1852.71,21.95,46.580,82.797,118.56,11.750,449233.04,1,warning
2531.74,0.3971,14.80,4,2547,Flat Plate,7.8164,605.14,-3.19,7.890,1720.171,139.66,2.080,9286368.16,1,warning
1508.30,0.5436,31.98,8,1831,Flat Plate,10.5507,1480.78,27.86,46.280,76.851,113.26,13.010,424783.91,1,warning
819.90,0.5363,21.48,12,2244,Flat Plate,14.2504,1128.06,-8.04,0.000,0.000,119.63,25.790,1965.32,0,warning
1854.83,0.4069,17.05,4,989,NACA 4412,18.7917,1810.09,12.21,76.120,53.219,103.53,24.710,354740.40,1,warning
374.53,0.4012,10.15,6,2407,NACA 4412,11.6573,894.24,4.65,0.000,0.000,96.25,86.080,402.45,0,warning
1619.26,0.5911,27.01,12,2724,NACA 4412,6.6664,263.04,43.34,25.330,259.284,126.57,5.730,1385947.50,1,warning
1341.98,0.3101,34.88,6,712,Flat Plate,14.5841,994.57,2.75,77.110,6.360,80.53,66.030,52272.92,1,warning
1560.47,0.3969,23.30,10,1459,Flat Plate,7.3053,1452.58,-1.61,37.250,42.123,108.18,14.220,240306.73,1,warning
779.30,0.5461,23.01,6,639,NACA 4412,18.8231,1024.29,1.82,0.000,0.000,90.13,276.800,3346.01,0,warning
2655.48,0.4809,14.54,6,1478,NACA 2412,6.5163,1995.59,32.55,19.900,361.181,125.63,6.030,2049560.80,1,warning
2571.60,0.5872,19.00,4,2557,Flat Plate,2.4748,1033.46,49.04,3.030,1537.287,140.42,2.570,8305093.41,1,warning
2068.03,0.3503,14.24,8,1802,NACA 4412,5.6092,1764.80,24.78,24.550,219.865,127.28,5.650,1214265.38,1,warning
1123.95,0.3108,14.53,10,1572,NACA 2412,8.9966,1528.53,33.83,83.480,9.888,96.68,18.190,58875.25,1,warning
1611.81,0.5189,33.01,12,2063,NACA 4412,11.9391,1553.62,-0.71,42.520,168.159,131.65,8.370,904689.87,1,warning
503.77,0.4138,30.70,10,2393,NACA 0012,5.1911,1526.83,-5.11,0.000,0.000,105.42,37.530,585.65,0,warning
2117.69,0.3898,33.48,4,1965,NACA 0012,10.3267,1770.07,10.66,19.790,362.766,128.94,4.920,2028430.55,1,warning
1954.57,0.3097,10.82,10,1794,NACA 4412,15.0524,560.55,12.68,56.940,159.573,117.62,6.310,878712.77,1,warning
2188.36,0.4048,29.70,12,1673,Flat Plate,6.3065,660.76,-4.15,14.070,253.953,126.29,6.240,1383534.36,1,warning
2097.47,0.3570,18.84,12,2723,Flat Plate,10.4633,1581.62,22.22,15.520,801.279,161.46,2.440,4274358.07,1,warning
2151.89,0.4676,21.72,6,2695,NACA 4412,3.8121,1438.43,42.35,6.780,835.763,147.35,2.760,4495652.17,1,warning
2434.22,0.3193,25.33,10,1039,NACA 2412,2.2785,837.16,16.07,6.340,88.437,106.93,11.450,534631.47,1,warning
1638.64,0.5157,19.21,8,719,NACA 0012,2.9589,1537.22,19.02,48.040,7.024,84.15,56.030,61092.49,1,warning
669.85,0.5708,13.85,10,2618,NACA 4412,8.7997,184.07,-5.12,0.000,0.000,99.50,34.540,1244.40,0,warning
349.11,0.3610,17.16,4,1432,Flat Plate,6.3624,381.22,47.64,0.000,0.000,77.05,285.830,492.23,0,warning
2234.07,0.5794,21.51,10,2018,NACA 2412,3.4303,1015.84,-3.42,7.860,493.608,138.77,5.320,2656925.13,1,warning
2912.60,0.5185,34.48,12,782,Flat Plate,10.3648,1314.55,46.85,21.250,102.427,107.94,16.850,631206.15,1,warning
2918.60,0.3730,30.39,10,1458,NACA 4412,3.1011,1077.31,18.71,3.920,613.749,137.09,4.500,3361610.17,1,warning
677.45,0.5273,12.41,10,1212,NACA 4412,16.4290,1781.58,13.79,0.000,0.000,100.66,75.400,1340.32,0,warning
2907.41,0.3567,14.78,8,1222,NACA 2412,10.6986,1908.82,8.67,25.420,357.777,125.01,6.190,2034835.62,1,warning
834.17,0.3938,25.72,4,2345,NACA 2412,1.4245,1634.38,40.68,32.690,6.435,95.80,21.630,40721.08,1,warning
2960.38,0.4626,16.44,4,2072,NACA 4412,1.1006,1890.29,23.49,1.760,2173.368,143.39,2.460,11788621.73,1,warning
